DeviceUsageID,UserID,DeviceID,LocationID,TimeSpent
2643,1341,2,2,2
2644,1341,5,1,2.5
2645,1341,1,3,3.5
2646,1342,4,1,1.2
2647,1342,1,1,3.5
2648,1343,2,2,2
2649,1343,5,2,2.5
2650,1344,5,2,2.5
2651,1344,4,3,1.2
2652,1345,5,4,2.5
2653,1345,2,1,2
2654,1345,1,4,3.5
2655,1346,5,1,2.5
2656,1346,4,1,1.2
2657,1347,1,3,3.5
2658,1347,5,3,2.5
2659,1347,3,1,1.5
2660,1348,3,2,1.5
2661,1348,2,2,2
2662,1349,5,4,2.5
2663,1349,4,3,1.2
2664,1349,2,3,2
2665,1350,2,3,2
2666,1350,1,4,3.5
2667,1351,5,2,2.5
2668,1351,2,1,2
2669,1352,5,2,2.5
2670,1353,1,4,3.5
2671,1354,5,1,2.5
2672,1355,1,3,3.5
2673,1356,5,3,2.5
2674,1356,3,2,1.5
2675,1356,1,3,3.5
2676,1357,1,3,3.5
2677,1357,5,1,2.5
2678,1358,3,4,1.5
2679,1358,4,2,1.2
2680,1359,2,1,2
2681,1359,3,1,1.5
2682,1359,4,2,1.2
2683,1360,5,2,2.5
2684,1360,2,2,2
2685,1360,4,3,1.2
2686,1361,1,1,3.5
2687,1361,3,1,1.5
2688,1361,5,4,2.5
2689,1362,4,2,1.2
2690,1362,1,4,3.5
2691,1362,2,2,2
2692,1363,3,4,1.5
2693,1363,5,4,2.5
2694,1364,2,3,2
2695,1364,5,2,2.5
2696,1365,4,2,1.2
2697,1365,5,2,2.5
2698,1365,2,1,2
2699,1366,5,3,2.5
2700,1367,5,1,2.5
2701,1368,4,2,1.2
2702,1368,3,4,1.5
2703,1368,5,4,2.5
2704,1369,2,3,2
2705,1369,3,4,1.5
2706,1370,3,2,1.5
2707,1371,4,4,1.2
2708,1371,1,2,3.5
2709,1372,3,2,1.5
2710,1373,5,4,2.5
2711,1373,4,2,1.2
2712,1373,3,2,1.5
2713,1374,4,3,1.2
2714,1374,5,1,2.5
2715,1374,3,4,1.5
2716,1375,3,4,1.5
2717,1376,3,4,1.5
2718,1377,4,3,1.2
2719,1378,5,4,2.5
2720,1378,1,1,3.5
2721,1378,3,3,1.5
2722,1379,3,4,1.5
2723,1379,5,4,2.5
2724,1380,5,1,2.5
2725,1380,2,3,2
2726,1380,1,2,3.5
2727,1381,3,4,1.5
2728,1382,4,4,1.2
2729,1383,2,4,2
2730,1383,5,3,2.5
2731,1383,1,2,3.5
2732,1384,3,2,1.5
2733,1385,2,4,2
2734,1386,3,2,1.5
2735,1386,1,4,3.5
2736,1387,4,2,1.2
2737,1387,1,3,3.5
2738,1387,2,3,2
2739,1388,1,3,3.5
2740,1388,3,4,1.5
2741,1389,3,3,1.5
2742,1389,1,3,3.5
2743,1390,5,4,2.5
2744,1391,4,2,1.2
2745,1391,1,4,3.5
2746,1391,3,1,1.5
2747,1392,2,3,2
2748,1392,5,1,2.5
2749,1392,4,4,1.2
2750,1393,2,4,2
2751,1393,5,3,2.5
2752,1393,3,2,1.5
2753,1394,2,1,2
2754,1395,2,2,2
2755,1395,5,2,2.5
2756,1396,2,1,2
2757,1396,5,1,2.5
2758,1396,1,2,3.5
2759,1397,5,1,2.5
2760,1398,2,4,2
2761,1398,5,3,2.5
2762,1399,4,2,1.2
2763,1399,2,2,2
2764,1399,1,4,3.5
2765,1400,5,2,2.5
2766,1400,2,2,2
2767,1400,3,2,1.5
2768,1401,4,2,1.2
2769,1401,5,4,2.5
2770,1401,1,1,3.5
2771,1402,1,2,3.5
2772,1403,2,2,2
2773,1403,4,3,1.2
2774,1403,1,2,3.5
2775,1404,5,4,2.5
2776,1404,4,2,1.2
2777,1404,2,1,2
2778,1405,2,1,2
2779,1406,2,4,2
2780,1406,1,2,3.5
2781,1406,4,3,1.2
2782,1407,2,1,2
2783,1407,4,4,1.2
2784,1408,2,2,2
2785,1408,4,2,1.2
2786,1408,3,4,1.5
2787,1409,1,1,3.5
2788,1410,5,4,2.5
2789,1410,1,1,3.5
2790,1411,1,3,3.5
2791,1411,5,2,2.5
2792,1411,4,1,1.2
2793,1412,4,1,1.2
2794,1412,3,4,1.5
2795,1412,2,2,2
2796,1413,4,2,1.2
2797,1413,3,4,1.5
2798,1413,1,1,3.5
2799,1414,3,3,1.5
2800,1414,5,1,2.5
2801,1415,2,1,2
2802,1415,4,2,1.2
2803,1416,5,2,2.5
2804,1417,3,4,1.5
2805,1417,2,4,2
2806,1417,1,2,3.5
2807,1418,3,4,1.5
2808,1418,1,2,3.5
2809,1419,1,3,3.5
2810,1419,5,4,2.5
2811,1420,5,1,2.5
2812,1420,4,4,1.2
2813,1421,4,3,1.2
2814,1421,1,1,3.5
2815,1422,1,3,3.5
2816,1422,5,2,2.5
2817,1422,4,1,1.2
2818,1423,1,1,3.5
2819,1424,5,2,2.5
2820,1425,1,1,3.5
2821,1425,3,2,1.5
2822,1425,5,4,2.5
2823,1426,5,2,2.5
2824,1427,5,1,2.5
2825,1427,3,1,1.5
2826,1427,1,3,3.5
2827,1428,2,4,2
2828,1428,3,2,1.5
2829,1429,5,2,2.5
2830,1429,4,4,1.2
2831,1430,3,1,1.5
2832,1430,1,2,3.5
2833,1431,5,1,2.5
2834,1431,3,2,1.5
2835,1431,4,1,1.2
2836,1432,3,4,1.5
2837,1433,4,4,1.2
2838,1433,2,2,2
2839,1433,5,1,2.5
2840,1434,4,4,1.2
2841,1434,2,1,2
2842,1435,4,4,1.2
2843,1435,3,1,1.5
2844,1435,5,1,2.5
2845,1436,2,4,2
2846,1436,1,3,3.5
2847,1436,5,3,2.5
2848,1437,4,2,1.2
2849,1437,5,4,2.5
2850,1437,2,2,2
2851,1438,5,1,2.5
2852,1438,1,2,3.5
2853,1439,1,2,3.5
2854,1439,3,3,1.5
2855,1439,4,1,1.2
2856,1440,1,1,3.5
2857,1440,3,4,1.5
2858,1441,5,2,2.5
2859,1441,2,1,2
2860,1441,3,3,1.5
2861,1442,3,4,1.5
2862,1442,4,4,1.2
2863,1442,2,1,2
2864,1443,1,4,3.5
2865,1444,3,1,1.5
2866,1444,5,2,2.5
2867,1445,1,1,3.5
2868,1445,3,4,1.5
2869,1446,4,3,1.2
2870,1446,1,2,3.5
2871,1446,2,2,2
2872,1447,4,2,1.2
2873,1448,1,1,3.5
2874,1448,2,1,2
2875,1449,1,4,3.5
2876,1450,2,2,2
2877,1450,1,2,3.5
2878,1450,3,1,1.5
2879,1451,2,2,2
2880,1451,1,1,3.5
2881,1452,1,3,3.5
2882,1453,4,3,1.2
2883,1454,1,1,3.5
2884,1455,3,4,1.5
2885,1455,1,2,3.5
2886,1455,4,1,1.2
2887,1456,2,2,2
2888,1456,4,3,1.2
2889,1456,5,1,2.5
2890,1457,5,4,2.5
2891,1457,3,2,1.5
2892,1458,2,2,2
2893,1458,4,3,1.2
2894,1459,1,3,3.5
2895,1460,5,2,2.5
2896,1460,2,3,2
2897,1460,1,1,3.5
2898,1461,4,4,1.2
2899,1461,2,1,2
2900,1461,5,4,2.5
2901,1462,1,2,3.5
2902,1463,4,4,1.2
2903,1464,1,3,3.5
2904,1464,3,3,1.5
2905,1465,4,1,1.2
2906,1465,3,4,1.5
2907,1466,1,2,3.5
2908,1466,4,3,1.2
2909,1467,3,2,1.5
2910,1467,1,2,3.5
2911,1467,5,2,2.5
2912,1468,3,2,1.5
2913,1469,1,4,3.5
2914,1470,1,3,3.5
2915,1470,4,1,1.2
2916,1470,3,2,1.5
2917,1471,2,2,2
2918,1471,3,4,1.5
2919,1471,5,2,2.5
2920,1472,4,1,1.2
2921,1472,5,4,2.5
2922,1473,2,3,2
2923,1473,4,3,1.2
2924,1473,3,3,1.5
2925,1474,4,3,1.2
2926,1474,1,1,3.5
2927,1474,5,1,2.5
2928,1475,1,3,3.5
2929,1475,4,2,1.2
2930,1475,2,3,2
2931,1476,5,1,2.5
2932,1476,1,4,3.5
2933,1476,2,1,2
2934,1477,5,3,2.5
2935,1477,1,3,3.5
2936,1478,2,1,2
2937,1478,5,2,2.5
2938,1479,5,1,2.5
2939,1479,2,3,2
2940,1480,5,3,2.5
2941,1480,1,2,3.5
2942,1480,4,4,1.2
2943,1481,4,1,1.2
2944,1482,5,2,2.5
2945,1482,1,2,3.5
2946,1482,4,1,1.2
2947,1483,4,3,1.2
2948,1483,3,3,1.5
2949,1484,3,1,1.5
2950,1485,2,2,2
2951,1485,3,3,1.5
2952,1485,4,4,1.2
2953,1486,4,4,1.2
2954,1486,3,4,1.5
2955,1486,2,2,2
2956,1487,4,4,1.2
2957,1487,2,3,2
2958,1488,4,1,1.2
2959,1488,2,1,2
2960,1489,5,3,2.5
2961,1489,2,2,2
2962,1489,3,1,1.5
2963,1490,4,3,1.2
2964,1491,2,4,2
2965,1491,1,3,3.5
2966,1491,3,2,1.5
2967,1492,3,2,1.5
2968,1492,4,3,1.2
2969,1492,1,4,3.5
2970,1493,1,3,3.5
2971,1493,5,3,2.5
2972,1493,2,3,2
2973,1494,3,3,1.5
2974,1494,2,2,2
2975,1494,4,1,1.2
2976,1495,4,4,1.2
2977,1495,5,3,2.5
2978,1496,5,4,2.5
2979,1496,1,1,3.5
2980,1497,3,4,1.5
2981,1497,1,4,3.5
2982,1497,5,3,2.5
2983,1498,5,1,2.5
2984,1498,2,3,2
2985,1498,3,3,1.5
2986,1499,2,2,2
2987,1499,3,2,1.5
2988,1499,1,4,3.5
2989,1500,3,1,1.5
2990,1500,1,2,3.5
2991,1501,1,3,3.5
2992,1501,3,2,1.5
2993,1502,4,3,1.2
2994,1503,5,4,2.5
2995,1503,2,4,2
2996,1504,1,1,3.5
2997,1504,2,2,2
2998,1504,4,3,1.2
2999,1505,4,2,1.2
3000,1505,5,4,2.5
3001,1506,1,4,3.5
3002,1507,1,3,3.5
3003,1507,5,4,2.5
3004,1507,4,3,1.2
3005,1508,1,1,3.5
3006,1509,2,2,2
3007,1510,2,3,2
3008,1511,2,3,2
3009,1511,5,4,2.5
3010,1512,4,3,1.2
3011,1512,1,4,3.5
3012,1512,2,2,2
3013,1513,2,4,2
3014,1513,5,1,2.5
3015,1514,5,3,2.5
3016,1515,5,4,2.5
3017,1515,3,3,1.5
3018,1515,1,1,3.5
3019,1516,3,2,1.5
3020,1516,1,4,3.5
3021,1516,5,1,2.5
3022,1517,5,3,2.5
3023,1517,4,3,1.2
3024,1517,3,2,1.5
3025,1518,1,4,3.5
3026,1518,3,3,1.5
3027,1518,4,2,1.2
3028,1519,4,4,1.2
3029,1519,2,1,2
3030,1520,2,2,2
3031,1521,3,1,1.5
3032,1522,4,3,1.2
3033,1522,2,3,2
3034,1522,5,1,2.5
3035,1523,5,3,2.5
3036,1523,2,1,2
3037,1523,3,3,1.5
3038,1524,1,3,3.5
3039,1524,3,3,1.5
3040,1524,2,1,2
3041,1525,3,4,1.5
3042,1525,5,2,2.5
3043,1525,2,4,2
3044,1526,2,2,2
3045,1526,1,4,3.5
3046,1526,4,1,1.2
3047,1527,3,1,1.5
3048,1527,4,2,1.2
3049,1527,5,3,2.5
3050,1528,5,4,2.5
3051,1528,4,1,1.2
3052,1529,5,4,2.5
3053,1529,4,2,1.2
3054,1529,2,2,2
3055,1530,4,1,1.2
3056,1530,3,1,1.5
3057,1531,4,1,1.2
3058,1531,3,2,1.5
3059,1532,3,3,1.5
3060,1532,2,4,2
3061,1532,1,2,3.5
3062,1533,2,3,2
3063,1533,5,2,2.5
3064,1534,3,2,1.5
3065,1534,5,4,2.5
3066,1535,4,3,1.2
3067,1535,1,2,3.5
3068,1536,5,4,2.5
3069,1536,1,1,3.5
3070,1537,5,2,2.5
3071,1538,2,2,2
3072,1538,3,1,1.5
3073,1538,1,2,3.5
3074,1539,2,3,2
3075,1539,5,4,2.5
3076,1540,1,4,3.5
3077,1541,4,2,1.2
3078,1541,2,3,2
3079,1541,5,2,2.5
3080,1542,2,1,2
3081,1542,4,2,1.2
3082,1543,3,3,1.5
3083,1544,4,1,1.2
3084,1544,1,2,3.5
3085,1544,3,3,1.5
3086,1545,3,2,1.5
3087,1546,2,2,2
3088,1547,1,4,3.5
3089,1547,5,4,2.5
3090,1548,4,2,1.2
3091,1548,1,3,3.5
3092,1548,2,1,2
3093,1549,3,3,1.5
3094,1549,4,1,1.2
3095,1550,2,2,2
3096,1550,3,1,1.5
3097,1551,4,2,1.2
3098,1551,2,4,2
3099,1551,5,3,2.5
3100,1552,4,1,1.2
3101,1552,3,2,1.5
3102,1553,2,1,2
3103,1554,3,2,1.5
3104,1555,2,1,2
3105,1555,4,3,1.2
3106,1556,5,4,2.5
3107,1556,3,2,1.5
3108,1557,5,3,2.5
3109,1558,5,3,2.5
3110,1558,2,3,2
3111,1558,4,3,1.2
3112,1559,4,3,1.2
3113,1560,4,1,1.2
3114,1561,3,4,1.5
3115,1561,1,1,3.5
3116,1561,4,1,1.2
3117,1562,1,4,3.5
3118,1563,4,3,1.2
3119,1564,5,3,2.5
3120,1564,1,3,3.5
3121,1565,2,2,2
3122,1565,1,3,3.5
3123,1566,5,2,2.5
3124,1566,4,2,1.2
3125,1566,3,4,1.5
3126,1567,5,4,2.5
3127,1567,1,3,3.5
3128,1567,2,1,2
3129,1568,3,1,1.5
3130,1568,4,3,1.2
3131,1569,2,1,2
3132,1569,5,3,2.5
3133,1570,5,4,2.5
3134,1571,5,3,2.5
3135,1572,2,3,2
3136,1573,3,2,1.5
3137,1574,1,4,3.5
3138,1574,5,4,2.5
3139,1575,4,4,1.2
3140,1575,5,4,2.5
3141,1576,3,3,1.5
3142,1576,5,2,2.5
3143,1576,1,3,3.5
3144,1577,5,1,2.5
3145,1577,4,4,1.2
3146,1578,5,2,2.5
3147,1578,2,2,2
3148,1578,4,1,1.2
3149,1579,2,2,2
3150,1579,1,1,3.5
3151,1580,4,2,1.2
3152,1580,3,4,1.5
3153,1580,1,1,3.5
3154,1581,1,3,3.5
3155,1581,2,3,2
3156,1582,3,4,1.5
3157,1582,5,2,2.5
3158,1583,3,3,1.5
3159,1584,2,1,2
3160,1585,1,1,3.5
3161,1585,4,1,1.2
3162,1585,3,2,1.5
3163,1586,5,1,2.5
3164,1586,4,4,1.2
3165,1587,2,2,2
3166,1587,3,1,1.5
3167,1587,1,4,3.5
3168,1588,2,4,2
3169,1588,1,3,3.5
3170,1589,2,3,2
3171,1589,3,3,1.5
3172,1589,5,4,2.5
3173,1590,2,4,2
3174,1590,3,2,1.5
3175,1590,5,4,2.5
3176,1591,1,2,3.5
3177,1591,5,4,2.5
3178,1592,3,4,1.5
3179,1592,5,2,2.5
3180,1593,4,1,1.2
3181,1593,2,4,2
3182,1594,2,1,2
3183,1594,3,3,1.5
3184,1594,1,1,3.5
3185,1595,4,3,1.2
3186,1595,2,4,2
3187,1596,5,1,2.5
3188,1596,2,3,2
3189,1596,1,3,3.5
3190,1597,4,1,1.2
3191,1598,2,4,2
3192,1598,4,4,1.2
3193,1598,3,4,1.5
3194,1599,1,2,3.5
3195,1599,4,3,1.2
3196,1599,2,3,2
3197,1600,1,1,3.5
3198,1600,5,2,2.5
3199,1601,1,4,3.5
3200,1601,2,2,2
3201,1601,4,1,1.2
3202,1602,2,2,2
3203,1603,3,2,1.5
3204,1604,1,1,3.5
3205,1605,5,1,2.5
3206,1606,5,1,2.5
3207,1606,2,3,2
3208,1606,3,2,1.5
3209,1607,3,3,1.5
3210,1607,4,1,1.2
3211,1607,1,1,3.5
3212,1608,1,1,3.5
3213,1609,5,4,2.5
3214,1609,1,3,3.5
3215,1609,4,4,1.2
3216,1610,5,2,2.5
3217,1611,3,2,1.5
3218,1611,2,3,2
3219,1611,4,1,1.2
3220,1612,5,1,2.5
3221,1613,4,3,1.2
3222,1613,1,2,3.5
3223,1614,1,3,3.5
3224,1615,2,1,2
3225,1615,4,1,1.2
3226,1615,3,2,1.5
3227,1616,5,1,2.5
3228,1616,1,3,3.5
3229,1617,4,1,1.2
3230,1618,2,1,2
3231,1618,4,2,1.2
3232,1619,1,4,3.5
3233,1619,2,2,2
3234,1619,3,2,1.5
3235,1620,3,3,1.5
3236,1620,1,4,3.5
3237,1620,5,2,2.5
3238,1621,4,2,1.2
3239,1622,3,1,1.5
3240,1623,2,2,2
3241,1623,5,3,2.5
3242,1623,4,3,1.2
3243,1624,3,2,1.5
3244,1625,5,1,2.5
3245,1625,2,1,2
3246,1625,3,4,1.5
3247,1626,4,3,1.2
3248,1626,3,4,1.5
3249,1626,5,2,2.5
3250,1627,2,4,2
3251,1627,5,2,2.5
3252,1628,3,2,1.5
3253,1628,5,1,2.5
3254,1628,2,4,2
3255,1629,4,2,1.2
3256,1629,3,4,1.5
3257,1629,5,3,2.5
3258,1630,2,3,2
3259,1630,5,3,2.5
3260,1630,1,2,3.5
3261,1631,1,3,3.5
3262,1631,4,2,1.2
3263,1632,5,2,2.5
3264,1632,2,4,2
3265,1632,3,1,1.5
3266,1633,3,2,1.5
3267,1633,2,4,2
3268,1633,1,1,3.5
3269,1634,5,2,2.5
3270,1635,2,2,2
3271,1636,1,2,3.5
3272,1637,4,2,1.2
3273,1638,1,2,3.5
3274,1638,2,3,2
3275,1638,5,1,2.5
3276,1639,5,3,2.5
3277,1640,3,3,1.5
3278,1640,2,1,2
3279,1640,5,4,2.5
3280,1641,1,4,3.5
3281,1642,1,3,3.5
3282,1643,1,1,3.5
3283,1644,1,1,3.5
3284,1644,4,2,1.2
3285,1644,5,3,2.5
3286,1645,5,3,2.5
3287,1645,1,1,3.5
3288,1646,1,3,3.5
3289,1646,3,2,1.5
3290,1647,5,2,2.5
3291,1648,4,1,1.2
3292,1649,1,4,3.5
3293,1649,3,3,1.5
3294,1650,3,2,1.5
3295,1651,3,4,1.5
3296,1651,5,1,2.5
3297,1651,1,3,3.5
3298,1652,3,1,1.5
3299,1652,1,3,3.5
3300,1653,3,4,1.5
3301,1654,4,4,1.2
3302,1655,2,1,2
3303,1656,2,3,2
3304,1656,1,2,3.5
3305,1656,3,1,1.5
3306,1657,2,1,2
3307,1657,5,4,2.5
3308,1658,1,4,3.5
3309,1658,5,2,2.5
3310,1659,5,3,2.5
3311,1659,3,1,1.5
3312,1659,2,2,2
3313,1660,3,3,1.5
3314,1660,4,3,1.2
3315,1661,5,4,2.5
3316,1661,4,1,1.2
3317,1661,2,1,2
3318,1662,4,2,1.2
3319,1662,2,4,2
3320,1663,5,2,2.5
3321,1664,5,3,2.5
3322,1665,2,4,2
3323,1666,3,3,1.5
3324,1666,4,1,1.2
3325,1667,3,2,1.5
3326,1667,5,3,2.5
3327,1667,1,4,3.5
3328,1668,5,1,2.5
3329,1668,3,1,1.5
3330,1669,2,4,2
3331,1669,4,2,1.2
3332,1669,3,4,1.5
3333,1670,4,1,1.2
3334,1670,2,4,2
3335,1671,5,3,2.5
3336,1672,3,2,1.5
3337,1672,5,1,2.5
3338,1672,4,3,1.2
3339,1673,5,3,2.5
3340,1673,3,4,1.5
3341,1673,2,2,2
3342,1674,3,2,1.5
3343,1674,4,3,1.2
3344,1674,2,4,2
3345,1675,5,2,2.5
3346,1675,3,1,1.5
3347,1675,1,2,3.5
3348,1676,4,2,1.2
3349,1676,2,3,2
3350,1677,2,3,2
3351,1678,1,1,3.5
3352,1678,4,4,1.2
3353,1678,2,2,2
3354,1679,4,4,1.2
3355,1680,4,3,1.2
3356,1680,2,4,2
3357,1681,2,1,2
3358,1682,4,3,1.2
3359,1682,3,1,1.5
3360,1682,1,2,3.5
3361,1683,2,1,2
3362,1684,5,3,2.5
3363,1684,3,4,1.5
3364,1685,5,3,2.5
3365,1685,3,3,1.5
3366,1685,4,1,1.2
3367,1686,1,2,3.5
3368,1687,5,1,2.5
3369,1687,1,3,3.5
3370,1687,3,4,1.5
3371,1688,4,4,1.2
3372,1688,3,1,1.5
3373,1688,5,2,2.5
3374,1689,3,4,1.5
3375,1689,1,2,3.5
3376,1689,2,4,2
3377,1690,2,1,2
3378,1690,3,1,1.5
3379,1690,1,4,3.5
3380,1691,5,4,2.5
3381,1691,2,2,2
3382,1692,4,1,1.2
3383,1692,1,3,3.5
3384,1692,5,3,2.5
3385,1693,5,2,2.5
3386,1693,3,1,1.5
3387,1693,4,1,1.2
3388,1694,3,3,1.5
3389,1695,2,3,2
3390,1695,4,1,1.2
3391,1696,5,4,2.5
3392,1696,1,2,3.5
3393,1697,1,4,3.5
3394,1697,2,3,2
3395,1697,4,2,1.2
3396,1698,2,3,2
3397,1698,5,4,2.5
3398,1699,3,1,1.5
3399,1700,3,1,1.5
3400,1700,5,1,2.5
3401,1701,2,1,2
3402,1701,4,3,1.2
3403,1701,3,3,1.5
3404,1702,1,2,3.5
3405,1702,4,4,1.2
3406,1703,3,3,1.5
3407,1704,2,3,2
3408,1705,1,4,3.5
3409,1705,5,4,2.5
3410,1705,3,2,1.5
3411,1706,5,2,2.5
3412,1706,3,2,1.5
3413,1706,4,1,1.2
3414,1707,1,1,3.5
3415,1707,5,1,2.5
3416,1707,3,2,1.5
3417,1708,4,1,1.2
3418,1709,2,1,2
3419,1709,3,2,1.5
3420,1709,1,2,3.5
3421,1710,4,1,1.2
3422,1710,5,1,2.5
3423,1711,3,4,1.5
3424,1711,2,3,2
3425,1711,4,3,1.2
3426,1712,4,4,1.2
3427,1713,5,1,2.5
3428,1713,1,3,3.5
3429,1713,4,2,1.2
3430,1714,5,2,2.5
3431,1714,4,4,1.2
3432,1715,5,1,2.5
3433,1715,2,2,2
3434,1715,4,4,1.2
3435,1716,2,4,2
3436,1716,3,4,1.5
3437,1716,4,2,1.2
3438,1717,1,3,3.5
3439,1718,1,3,3.5
3440,1719,3,2,1.5
3441,1719,5,3,2.5
3442,1719,2,1,2
3443,1720,3,2,1.5
3444,1721,2,2,2
3445,1721,4,3,1.2
3446,1722,5,1,2.5
3447,1722,4,4,1.2
3448,1722,2,3,2
3449,1723,4,3,1.2
3450,1723,5,1,2.5
3451,1723,2,4,2
3452,1724,1,1,3.5
3453,1725,5,4,2.5
3454,1725,1,1,3.5
3455,1725,3,4,1.5
3456,1726,5,3,2.5
3457,1726,1,1,3.5
3458,1727,5,3,2.5
3459,1727,4,3,1.2
3460,1728,1,3,3.5
3461,1728,2,2,2
3462,1729,3,1,1.5
3463,1729,4,2,1.2
3464,1729,1,3,3.5
3465,1730,1,4,3.5
3466,1730,2,4,2
3467,1730,5,1,2.5
3468,1731,2,3,2
3469,1732,5,3,2.5
3470,1733,1,2,3.5
3471,1733,2,4,2
3472,1733,3,2,1.5
3473,1734,2,3,2
3474,1734,1,3,3.5
3475,1734,5,4,2.5
3476,1735,4,4,1.2
3477,1736,3,2,1.5
3478,1736,4,4,1.2
3479,1737,5,4,2.5
3480,1737,3,4,1.5
3481,1738,4,2,1.2
3482,1739,2,1,2
3483,1740,3,1,1.5
3484,1740,1,3,3.5
3485,1740,5,3,2.5
3486,1741,2,4,2
3487,1741,3,4,1.5
3488,1742,3,2,1.5
3489,1742,5,4,2.5
3490,1742,1,2,3.5
3491,1743,5,1,2.5
3492,1743,4,4,1.2
3493,1743,1,4,3.5
3494,1744,5,1,2.5
3495,1744,4,2,1.2
3496,1744,2,4,2
3497,1745,1,2,3.5
3498,1746,2,3,2
3499,1746,4,1,1.2
3500,1747,4,2,1.2
3501,1748,5,4,2.5
3502,1748,1,3,3.5
3503,1748,4,3,1.2
3504,1749,3,4,1.5
3505,1749,1,1,3.5
3506,1750,1,1,3.5
3507,1750,2,1,2
3508,1751,5,4,2.5
3509,1751,4,2,1.2
3510,1751,1,3,3.5
3511,1752,1,4,3.5
3512,1752,2,1,2
3513,1753,3,4,1.5
3514,1753,4,4,1.2
3515,1753,2,3,2
3516,1754,4,4,1.2
3517,1754,3,2,1.5
3518,1755,1,1,3.5
3519,1755,2,3,2
3520,1755,3,1,1.5
3521,1756,1,2,3.5
3522,1756,2,1,2
3523,1756,3,3,1.5
3524,1757,2,4,2
3525,1758,4,4,1.2
3526,1759,4,2,1.2
3527,1759,3,1,1.5
3528,1759,2,3,2
3529,1760,2,1,2
3530,1760,4,1,1.2
3531,1761,2,4,2
3532,1761,1,1,3.5
3533,1761,5,2,2.5
3534,1762,1,4,3.5
3535,1762,4,4,1.2
3536,1762,5,2,2.5
3537,1763,2,4,2
3538,1764,3,4,1.5
3539,1765,3,3,1.5
3540,1765,1,2,3.5
3541,1766,3,1,1.5
3542,1766,2,2,2
3543,1766,4,1,1.2
3544,1767,5,2,2.5
3545,1767,1,2,3.5
3546,1767,2,1,2
3547,1768,3,1,1.5
3548,1768,2,4,2
3549,1769,1,2,3.5
3550,1770,4,2,1.2
3551,1771,2,2,2
3552,1771,5,2,2.5
3553,1771,1,2,3.5
3554,1772,3,1,1.5
3555,1773,3,2,1.5
3556,1773,1,1,3.5
3557,1774,5,4,2.5
3558,1775,4,2,1.2
3559,1776,1,4,3.5
3560,1776,2,2,2
3561,1776,4,4,1.2
3562,1777,5,1,2.5
3563,1777,1,4,3.5
3564,1778,3,2,1.5
3565,1778,5,2,2.5
3566,1779,2,1,2
3567,1779,5,1,2.5
3568,1779,1,3,3.5
3569,1780,5,4,2.5
3570,1780,1,3,3.5
3571,1781,4,2,1.2
3572,1781,3,3,1.5
3573,1781,1,4,3.5
3574,1782,4,1,1.2
3575,1782,5,4,2.5
3576,1782,2,1,2
3577,1783,3,4,1.5
3578,1783,1,1,3.5
3579,1784,4,1,1.2
3580,1785,1,3,3.5
3581,1785,4,3,1.2
3582,1786,5,4,2.5
3583,1787,3,2,1.5
3584,1787,5,3,2.5
3585,1787,4,2,1.2
3586,1788,1,4,3.5
3587,1788,4,2,1.2
3588,1789,4,1,1.2
3589,1789,5,3,2.5
3590,1790,2,4,2
3591,1790,4,4,1.2
3592,1790,5,3,2.5
3593,1791,3,1,1.5
3594,1791,2,4,2
3595,1792,3,3,1.5
3596,1792,2,4,2
3597,1793,3,3,1.5
3598,1794,4,4,1.2
3599,1794,5,2,2.5
3600,1795,5,3,2.5
3601,1796,4,1,1.2
3602,1796,2,4,2
3603,1797,1,4,3.5
3604,1798,1,3,3.5
3605,1798,4,4,1.2
3606,1799,1,3,3.5
3607,1799,3,1,1.5
3608,1800,4,1,1.2
3609,1801,2,3,2
3610,1802,4,4,1.2
3611,1802,1,4,3.5
3612,1803,3,1,1.5
3613,1803,1,2,3.5
3614,1804,4,4,1.2
3615,1805,5,3,2.5
3616,1805,1,3,3.5
3617,1805,3,4,1.5
3618,1806,4,1,1.2
3619,1806,2,4,2
3620,1807,2,4,2
3621,1807,1,3,3.5
3622,1807,4,4,1.2
3623,1808,1,2,3.5
3624,1809,3,1,1.5
3625,1810,1,2,3.5
3626,1811,2,2,2
3627,1812,1,4,3.5
3628,1813,2,1,2
3629,1814,3,1,1.5
3630,1814,5,3,2.5
3631,1815,1,3,3.5
3632,1815,2,1,2
3633,1816,1,4,3.5
3634,1817,5,1,2.5
3635,1818,3,1,1.5
3636,1818,2,3,2
3637,1818,4,1,1.2
3638,1819,1,1,3.5
3639,1819,3,4,1.5
3640,1820,2,4,2
3641,1821,3,1,1.5
3642,1822,5,2,2.5
3643,1823,5,4,2.5
3644,1824,4,2,1.2
3645,1825,3,1,1.5
3646,1825,5,2,2.5
3647,1825,1,4,3.5
3648,1826,2,3,2
3649,1826,4,2,1.2
3650,1826,5,4,2.5
3651,1827,5,1,2.5
3652,1827,4,1,1.2
3653,1827,2,1,2
3654,1828,5,1,2.5
3655,1829,4,2,1.2
3656,1829,2,4,2
3657,1829,3,1,1.5
3658,1830,3,2,1.5
3659,1830,2,3,2
3660,1830,5,3,2.5
3661,1831,5,1,2.5
3662,1832,1,2,3.5
3663,1833,3,4,1.5
3664,1834,5,2,2.5
3665,1835,1,1,3.5
3666,1836,4,1,1.2
3667,1836,3,2,1.5
3668,1836,1,2,3.5
